outcome,month,mmwr_week,age_group,vaccine_product,one_boosted_with_outcome,one_booster_population,two_boosted_with_outcome,two_booster_population,vaccinated_with_outcome,fully_vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_one_booster_ir,crude_two_booster_ir,crude_vax_ir,crude_unvax_ir,crude_irr,crude_one_booster_irr,crude_two_booster_irr,crude_one_two_booster_irr,age_adj_one_booster_ir,age_adj_two_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_one_booster_irr,age_adj_two_booster_irr,age_adj_vax_irr,age_adj_one_two_booster_irr,continuity_correction
case,JUL 2022,202228,all_ages,Moderna,"45,824","12,711,114","11,314","5,321,381","17,444","9,382,111","59,005","8,656,426.35",360.5034146,212.6139812,185.9283055,681.6323228,3.666103023,1.890779103,3.205961898,1.695577179,359.0444108,223.8428293,185.9819563,732.5791722,2.040358101,3.272739067,3.938979817,1.60400229,1
case,JUL 2022,202228,all_ages,Pfizer,"54,392","14,083,310","13,666","5,759,666","21,639","11,137,761","59,005","8,656,426.35",386.2160245,237.2707029,194.2850093,681.6323228,3.508414391,1.764899123,2.872804415,1.627744259,385.8075567,244.4024387,195.0306104,732.5791722,1.898820175,2.997429879,3.756226629,1.578574906,1
case,JUL 2022,202228,all_ages,all_types,"104,544","28,641,076","25,593","11,453,076","42,449","22,912,892","59,005","8,656,426.35",365.0142194,223.4596191,185.2625151,681.6323228,3.679278145,1.867413066,3.050360175,1.633468369,363.9797706,232.2882674,185.9249723,732.5791722,2.012691999,3.15375021,3.940187073,1.566931359,1
case,JUL 2022,202229,50-64,all_types,"49,409","14,593,197","9,240","3,791,498","24,406","13,897,753","34,510","5,949,766.05",338.5755705,243.7031485,175.6111222,580.0228061,3.302881953,1.713126571,2.380038214,1.38929502,,,,,,,,,1
case,JUL 2022,202229,65+,all_types,"53,372","13,862,853","16,535","7,949,072","16,459","8,938,501","25,231","2,674,564.3",385.0001151,208.0117025,184.1360201,943.3686077,5.123216018,2.45030734,4.535170841,1.850857959,,,,,,,,,1
case,JUL 2022,202229,all_ages,Janssen,"4,177","1,811,297",596,"365,505","3,359","2,366,969","59,741","8,624,330.35",230.6082327,163.0620648,141.9114488,692.7030572,4.881234482,3.003808881,4.248094479,1.414235941,230.9343063,159.962506,146.0289457,746.1929953,3.231191619,4.664799358,5.109897846,1.443677723,1
case,JUL 2022,202229,all_ages,Moderna,"45,519","12,624,484","11,665","5,453,363","16,936","9,346,926","59,741","8,624,330.35",360.5612713,213.9047043,181.1932608,692.7030572,3.823006741,1.921179873,3.238372244,1.68561637,358.1344249,225.1878169,181.2866525,746.1929953,2.083555624,3.313647273,4.11609451,1.590380998,1
case,JUL 2022,202229,all_ages,Pfizer,"52,995","13,990,819","13,498","5,903,847","20,510","11,101,099","59,741","8,624,330.35",378.7841155,228.6305861,184.7564822,692.7030572,3.749276068,1.82875424,3.029791722,1.656751714,378.3466702,234.8001766,185.2345603,746.1929953,1.972246762,3.177991627,4.028368108,1.611355986,1
case,JUL 2022,202229,all_ages,all_types,"102,781","28,456,050","25,775","11,740,570","40,865","22,836,254","59,741","8,624,330.35",361.1920839,219.537893,178.9479133,692.7030572,3.870975887,1.917824582,3.155277879,1.645238,359.8070677,227.3802563,179.5098432,746.1929953,2.073869755,3.281696517,4.156836094,1.582402419,1
case,JUL 2022,202230,50-64,all_types,"44,361","14,477,269","8,619","3,986,421","22,443","13,837,064","32,254","5,933,492.05",306.4182893,216.2089754,162.1948124,543.5922005,3.351477106,1.774020088,2.514198124,1.417232049,,,,,,,,,1
case,JUL 2022,202230,65+,all_types,"48,771","13,683,598","15,938","8,207,571","15,574","8,878,002","24,176","2,663,905.3",356.4194154,194.1865626,175.4223529,907.5397688,5.173455684,2.546269169,4.673545669,1.835448399,,,,,,,,,1
case,JUL 2022,202230,all_ages,Janssen,"3,827","1,801,465",577,"383,215","2,968","2,359,789","56,430","8,597,397.35",212.43821,150.5682189,125.7739569,656.3614278,5.218579775,3.08965806,4.359229542,1.410910029,210.8239106,147.4329195,129.4827129,710.0375977,3.367917784,4.816004459,5.483647832,1.429964972,1
case,JUL 2022,202230,all_ages,Moderna,"41,494","12,486,981","11,141","5,662,564","15,933","9,290,801","56,430","8,597,397.35",332.2980951,196.7483281,171.4922104,656.3614278,3.827354177,1.975218749,3.33604577,1.688950032,329.3960086,202.826651,171.7261181,710.0375977,2.155574382,3.500711539,4.134709417,1.624027251,1
case,JUL 2022,202230,all_ages,Pfizer,"47,732","13,843,290","12,827","6,129,952","19,065","11,043,298","56,430","8,597,397.35",344.8024277,209.2512307,172.6386447,656.3614278,3.801938024,1.903587025,3.136714779,1.647791636,344.4135352,213.3127158,173.3872297,710.0375977,2.061584477,3.328622933,4.095097424,1.614594488,1
case,JUL 2022,202230,all_ages,all_types,"93,132","28,160,867","24,557","12,193,992","38,017","22,715,066","56,430","8,597,397.35",330.7142497,201.3860596,167.3646909,656.3614278,3.921743734,1.9846784,3.259219774,1.642190379,329.2854768,206.1373894,168.2442092,710.0375977,2.156297947,3.444487193,4.220279564,1.597407815,1
case,AUG 2022,202231,50-64,all_types,"39,021","14,326,778","7,946","4,228,556","19,639","13,768,572","28,298","5,919,129.05",272.3641003,187.9128478,142.6364332,478.0770914,3.351717936,1.755286732,2.544142655,1.449417129,,,,,,,,,1
case,AUG 2022,202231,65+,all_types,"43,513","13,450,775","14,571","8,535,992","13,796","8,806,088","21,670","2,655,082.3",323.4980884,170.7007223,156.664344,816.1705571,5.209676536,2.522953261,4.781295276,1.895118451,,,,,,,,,1
case,AUG 2022,202231,all_ages,Janssen,"3,390","1,788,938",585,"404,994","2,757","2,351,199","49,968","8,574,211.35",189.4979032,144.4465844,117.2593217,582.7707991,4.96993152,3.075341675,4.034507299,1.311889125,188.3907045,141.6701242,120.7672702,632.6985427,3.358438222,4.465998363,5.238990178,1.329784283,1
case,AUG 2022,202231,all_ages,Moderna,"37,074","12,311,852","10,284","5,922,208","14,060","9,225,894","49,968","8,574,211.35",301.1244775,173.6514489,152.3971552,582.7707991,3.824026756,1.935315269,3.355980055,1.734074085,297.9627547,177.1403488,152.6097533,632.6985427,2.123414865,3.571735896,4.145859154,1.682071627,1
case,AUG 2022,202231,all_ages,Pfizer,"41,990","13,648,124","11,633","6,418,487","16,576","10,976,486","49,968","8,574,211.35",307.6613313,181.2420902,151.0137215,582.7707991,3.859058589,1.894195792,3.215427489,1.697515908,307.3868629,184.8982085,152.1208437,632.6985427,2.058313542,3.421874922,4.159183759,1.66246534,1
case,AUG 2022,202231,all_ages,all_types,"82,534","27,777,553","22,517","12,764,548","33,435","22,574,660","49,968","8,574,211.35",297.1248043,176.4026427,148.1085429,582.7707991,3.934754792,1.961367044,3.303639845,1.684355743,295.7493835,180.0411671,149.051866,632.6985427,2.139306379,3.514188188,4.244821346,1.642676441,1
case,AUG 2022,202232,50-64,all_types,"34,089","14,209,065","7,358","4,415,471","17,023","13,716,833","24,987","5,906,613.05",239.9102263,166.6413391,124.1029908,423.0343141,3.408735851,1.763302551,2.538591663,1.43968014,,,,,,,,,1
case,AUG 2022,202232,65+,all_types,"38,944","13,256,838","13,498","8,801,697","12,217","8,753,472","19,367","2,647,325.3",293.765376,153.3567902,139.5674768,731.568576,5.241683757,2.490315863,4.770369641,1.915568106,,,,,,,,,1
case,AUG 2022,202232,all_ages,Janssen,"3,015","1,778,189",527,"423,148","2,390","2,344,417","44,354","8,553,938.35",169.5545299,124.5427132,101.9443213,518.5213896,5.086319501,3.058139407,4.163402068,1.361416703,170.2905173,123.242617,106.4313559,564.1373527,3.312793698,4.577453535,5.300480747,1.381750254,1
case,AUG 2022,202232,all_ages,Moderna,"32,892","12,166,416","9,647","6,131,009","12,251","9,177,886","44,354","8,553,938.35",270.3507754,157.3476731,133.4838981,518.5213896,3.884523878,1.917957841,3.295386448,1.718174601,266.8367203,160.643561,133.6949021,564.1373527,2.114166866,3.511733364,4.219587611,1.66104834,1
case,AUG 2022,202232,all_ages,Pfizer,"37,060","13,493,113","10,669","6,643,616","14,561","10,926,990","44,354","8,553,938.35",274.6586351,160.5902569,133.2571916,518.5213896,3.891132504,1.887875797,3.228847128,1.710306967,274.480093,163.3741258,134.5959972,564.1373527,2.055294234,3.453039764,4.19133826,1.680070769,1
case,AUG 2022,202232,all_ages,all_types,"73,033","27,465,903","20,856","13,217,168","29,240","22,470,305","44,354","8,553,938.35",265.9042377,157.7947712,130.1272947,518.5213896,3.984724273,1.95003056,3.286049251,1.685127053,264.5399878,160.5658705,131.1754175,564.1373527,2.132522034,3.513432531,4.300633177,1.647548056,1
case,AUG 2022,202233,50-64,all_types,"29,919","14,132,314","6,603","4,543,827","15,027","13,679,071","22,675","5,895,720.05",211.7063066,145.3180326,109.8539513,384.6010294,3.501021353,1.81667252,2.646615995,1.456848147,,,,,,,,,1
case,AUG 2022,202233,65+,all_types,"35,421","13,133,213","12,679","8,974,979","10,767","8,717,465","17,852","2,640,750.3",269.7055168,141.2705255,123.5106766,676.0199933,5.473372927,2.506511551,4.785286886,1.909142164,,,,,,,,,1
case,AUG 2022,202233,all_ages,Janssen,"2,637","1,771,129",447,"436,086","2,022","2,339,137","40,527","8,536,470.35",148.8880821,102.5027174,86.44213657,474.7512536,5.492127711,3.188645101,4.63159676,1.452528147,150.7363379,102.3955026,90.53981194,517.8766696,3.435645822,5.057611484,5.719877903,1.472099205,1
case,AUG 2022,202233,all_ages,Moderna,"29,163","12,072,356","8,729","6,269,661","10,848","9,144,252","40,527","8,536,470.35",241.5684229,139.2260283,118.6319012,474.7512536,4.001885233,1.965286886,3.409931744,1.735080903,238.1885164,141.8561927,118.8776691,517.8766696,2.174230217,3.650715982,4.356383108,1.679084374,1
case,AUG 2022,202233,all_ages,Pfizer,"33,483","13,394,111","10,092","6,793,352","12,894","10,892,171","40,527","8,536,470.35",249.9829963,148.557001,118.3786042,474.7512536,4.010448144,1.899134184,3.195751465,1.682741268,249.8419389,148.6254422,119.3244717,517.8766696,2.072817205,3.484441572,4.34007092,1.681017295,1
